"message","timestamp","unique_key"
"KBP, [01:04:05],  3","06/05/2018, 20:11:39","06/05/2018, 20:11:391111"
"DL, [01:01:00:08:02],   0","06/05/2018, 20:11:41","06/05/2018, 20:11:411112"
"DL, [01:01:02:04:01],   0","06/05/2018, 20:11:42","06/05/2018, 20:11:421113"
"KBR, [01:04:05],  3","06/05/2018, 20:11:43","06/05/2018, 20:11:431114"
"KBP, [01:04:11],  3","20/05/2018, 11:08:13","20/05/2018, 11:08:13168"
"DL, [01:01:02:05:03], 100","20/05/2018, 11:08:14","20/05/2018, 11:08:14169"
"KBR, [01:04:11],  3","20/05/2018, 11:08:15","20/05/2018, 11:08:15170"
"KBP, [01:04:11],  3","20/05/2018, 11:08:16","20/05/2018, 11:08:16171"
"KBR, [01:05:18],  5","13/06/2018, 00:18:00","13/06/2018, 00:18:0082"
"KBP, [01:05:25],  5","13/06/2018, 00:18:03","13/06/2018, 00:18:0383"
"DL, [01:01:01:06:01],   0","13/06/2018, 00:18:04","13/06/2018, 00:18:0484"
"DL, [01:01:01:06:02],   0","13/06/2018, 00:18:05","13/06/2018, 00:18:0585"
"DL, [01:01:01:06:03],   0","13/06/2018, 00:18:06","13/06/2018, 00:18:0686"
"DL, [01:01:01:06:04],   0","13/06/2018, 00:18:08","13/06/2018, 00:18:0887"
"DL, [01:01:00:08:01],   0","13/06/2018, 00:18:09","13/06/2018, 00:18:0988"
"DL, [01:01:01:03:03],   0","13/06/2018, 00:18:10","13/06/2018, 00:18:1089"
"KBR, [01:05:25],  5","13/06/2018, 00:18:11","13/06/2018, 00:18:1190"
"KBP, [01:05:03],  1","27/05/2018, 22:47:53","27/05/2018, 22:47:5368"
"DL, [01:01:00:07:02], 100","27/05/2018, 22:47:54","27/05/2018, 22:47:5469"
"DL, [01:01:00:06:03], 100","27/05/2018, 22:47:55","27/05/2018, 22:47:5570"
"DL, [01:01:00:05:04], 100","27/05/2018, 22:47:56","27/05/2018, 22:47:5671"
"DL, [01:01:00:05:03], 100","27/05/2018, 22:47:58","27/05/2018, 22:47:5872"
"DL, [01:01:00:04:02], 100","27/05/2018, 22:47:59","27/05/2018, 22:47:5973"
"KBP, [01:04:05],  3","13/06/2018, 00:04:00","13/06/2018, 00:04:0067"
"DL, [01:01:00:08:02],   0","13/06/2018, 00:04:01","13/06/2018, 00:04:0168"
"DL, [01:01:02:04:01],   0","13/06/2018, 00:04:02","13/06/2018, 00:04:0269"
"KBR, [01:04:05],  3","13/06/2018, 00:04:04","13/06/2018, 00:04:0470"
"KBP, [01:04:11],  4","24/05/2018, 21:05:54","24/05/2018, 21:05:5457"
"DL, [01:01:02:02:01], 100","24/05/2018, 21:05:55","24/05/2018, 21:05:5558"
"DL, [01:01:01:05:02], 100","24/05/2018, 21:05:56","24/05/2018, 21:05:5659"
"DL, [01:01:01:04:01], 100","24/05/2018, 21:05:57","24/05/2018, 21:05:5760"
"AT&F1E0F1Q1S0=1M0&C0&D0","07/06/2018, 23:27:04","07/06/2018, 23:27:040"
"AT&F1E0F1Q1S0=1M0&C0&D0","07/06/2018, 23:27:07","07/06/2018, 23:27:071"
"2","03/06/2018, 17:53:58","03/06/2018, 17:53:5822"
"KBP, [01:04:06],  5","23/05/2018, 00:13:23","23/05/2018, 00:13:2354"
"DL, [01:01:02:05:04],   0","23/05/2018, 00:13:24","23/05/2018, 00:13:2455"
"DL, [01:01:02:06:02],   0","23/05/2018, 00:13:26","23/05/2018, 00:13:2656"
"DL, [01:01:00:08:04],   0","23/05/2018, 00:13:27","23/05/2018, 00:13:2757"
"DL, [01:01:01:05:03],   0","23/05/2018, 00:13:28","23/05/2018, 00:13:2858"
"KBP, [01:05:14],  1","02/06/2018, 19:26:31","02/06/2018, 19:26:312345"
"AT&F1E0F1Q1S0=1M0&C0&D0","02/06/2018, 19:26:43","02/06/2018, 19:26:430"
"AT&F1E0F1Q1S0=1M0&C0&D0","02/06/2018, 19:26:46","02/06/2018, 19:26:461"
"KBP, [01:04:20],  3","20/05/2018, 10:52:39","20/05/2018, 10:52:39162"
"KBR, [01:04:20],  3","20/05/2018, 10:52:41","20/05/2018, 10:52:41163"
"DL, [01:01:02:07:01], 100","03/06/2018, 21:32:11","03/06/2018, 21:32:1145"
"DL, [01:01:02:05:03], 100","03/06/2018, 21:32:13","03/06/2018, 21:32:1347"
"DL, [01:01:02:07:02], 100","03/06/2018, 21:32:12","03/06/2018, 21:32:1246"
"AT&F1E0F1Q1S0=1M0&C0&D0","14/05/2018, 11:04:37","14/05/2018, 11:04:370"
"AT&F1E0F1Q1S0=1M0&C0&D0","14/05/2018, 11:04:40","14/05/2018, 11:04:401"
"DL, [01:01:00:02:02], 100","23/06/2018, 21:25:16","23/06/2018, 21:25:16118"
"DL, [01:01:01:05:01],   0","23/06/2018, 21:25:21","23/06/2018, 21:25:21122"
"KBR, [01:05:18],  1","23/06/2018, 21:25:18","23/06/2018, 21:25:18120"
"DL, [01:01:00:04:04], 100","23/06/2018, 21:25:15","23/06/2018, 21:25:15117"
"KBR, [01:05:18], 23","23/06/2018, 21:25:22","23/06/2018, 21:25:22123"
"DL, [01:01:00:04:04],  93","23/06/2018, 21:25:23","23/06/2018, 21:25:23124"
"DL, [01:01:01:05:01], 100","23/06/2018, 21:25:17","23/06/2018, 21:25:17119"
"KBP, [01:05:18], 23","23/06/2018, 21:25:20","23/06/2018, 21:25:20121"
"DL, [01:01:01:05:01],   0","23/06/2018, 21:25:25","23/06/2018, 21:25:25126"
"DL, [01:01:00:02:02],  93","23/06/2018, 21:25:24","23/06/2018, 21:25:24125"
"KBP, [01:04:05],  3","12/05/2018, 10:54:10","12/05/2018, 10:54:10104"
"DL, [01:01:00:08:02], 100","12/05/2018, 10:54:11","12/05/2018, 10:54:11105"
"DL, [01:01:02:04:01], 100","12/05/2018, 10:54:12","12/05/2018, 10:54:12106"
"KBR, [01:04:05],  3","12/05/2018, 10:54:13","12/05/2018, 10:54:13107"
"KBR, [01:05:25], 24","27/04/2018, 23:04:00","27/04/2018, 23:04:002054"
"DL, [01:01:01:06:01],  40","27/04/2018, 23:04:02","27/04/2018, 23:04:022055"
"DL, [01:01:01:06:02],  40","27/04/2018, 23:04:03","27/04/2018, 23:04:032056"
"DL, [01:01:01:06:03],  40","27/04/2018, 23:04:04","27/04/2018, 23:04:042057"
"DL, [01:01:01:06:04],  40","27/04/2018, 23:04:05","27/04/2018, 23:04:052058"
"DL, [01:01:00:08:01],  40","27/04/2018, 23:04:06","27/04/2018, 23:04:062059"
"DL, [01:01:01:03:03],   0","27/04/2018, 23:04:08","27/04/2018, 23:04:082060"
"KBP, [01:04:11],  4","27/04/2018, 23:04:10","27/04/2018, 23:04:102061"
"DL, [01:01:02:02:01], 100","27/04/2018, 23:04:11","27/04/2018, 23:04:112062"
"DL, [01:01:01:05:02], 100","27/04/2018, 23:04:12","27/04/2018, 23:04:122063"
"DL, [01:01:01:04:01], 100","27/04/2018, 23:04:13","27/04/2018, 23:04:132064"
"KBR, [01:04:11],  4","27/04/2018, 23:04:15","27/04/2018, 23:04:152065"
"KBR, [01:05:03],  1","27/05/2018, 22:48:00","27/05/2018, 22:48:0074"
"KBP, [01:05:25],  1","27/05/2018, 22:48:12","27/05/2018, 22:48:1275"
"DL, [01:01:01:06:01], 100","27/05/2018, 22:48:13","27/05/2018, 22:48:1376"
"DL, [01:01:01:06:02], 100","27/05/2018, 22:48:15","27/05/2018, 22:48:1577"
"DL, [0","27/05/2018, 22:48:16","27/05/2018, 22:48:1678"
"1:01:01:06:03], 100","27/05/2018, 22:48:17","27/05/2018, 22:48:1779"
"DL, [01:01:01:06:04], 100","27/05/2018, 22:48:18","27/05/2018, 22:48:1880"
"DL, [01:01:00:08:01], 100","27/05/2018, 22:48:19","27/05/2018, 22:48:1981"
"DL, [01:01:01:03:03], 100","27/05/2018, 22:48:20","27/05/2018, 22:48:2082"
"KBR, [01:05:25],  1","27/05/2018, 22:48:22","27/05/2018, 22:48:2283"
"KBP, [01:05:25],  1","23/05/2018, 22:37:42","23/05/2018, 22:37:4236"
"DL, [01:01:01:06:01], 100","23/05/2018, 22:37:43","23/05/2018, 22:37:4337"
"DL, [01:01:01:06:02], 100","23/05/2018, 22:37:45","23/05/2018, 22:37:4538"
"DL, [01:01:01:06:03], 100","23/05/2018, 22:37:46","23/05/2018, 22:37:4639"
"DL, [01:01:01:06:04], 100","23/05/2018, 22:37:47","23/05/2018, 22:37:4740"
"DL, [01:01:00:08:01], 100","23/05/2018, 22:37:48","23/05/2018, 22:37:4841"
"DL, [01:0","23/05/2018, 22:37:49","23/05/2018, 22:37:4942"
"1:01:03:03], 100","23/05/2018, 22:37:50","23/05/2018, 22:37:5043"
"KBR, [01:05:25],  1","23/05/2018, 22:37:51","23/05/2018, 22:37:5144"
"KBP, [01:05:08],  5","04/06/2018, 17:20:04","04/06/2018, 17:20:0441"
"DL, [01:01:00:03:04],   0","04/06/2018, 17:20:05","04/06/2018, 17:20:0542"
"DL, [01:01:00:03:03],   0","04/06/2018, 17:20:06","04/06/2018, 17:20:0643"
"DL, [01:01:00:02:01],   0","04/06/2018, 17:20:07","04/06/2018, 17:20:0744"
"KBP, [01:04:20],  3","01/06/2018, 21:06:00","01/06/2018, 21:06:001721"
"KBR, [01:04:20],  3","01/06/2018, 21:06:01","01/06/2018, 21:06:011722"
"KBP, [01:04:17],  2","01/06/2018, 21:06:04","01/06/2018, 21:06:041723"
"DL, [01:01:02:08:03],   0","01/06/2018, 21:06:05","01/06/2018, 21:06:051724"
"KBR, [01:04:17],  2","01/06/2018, 21:06:06","01/06/2018, 21:06:061725"
"KBP, [01:04:17],  4","01/06/2018, 21:06:07","01/06/2018, 21:06:071726"
"DL, [01:01:02:06:04],   0","01/06/2018, 21:06:09","01/06/2018, 21:06:091727"
"KBR, [01:04:17],  4","01/06/2018, 21:06:10","01/06/2018, 21:06:101728"
"KBP, [01:04:11],  4","07/05/2018, 21:33:08","07/05/2018, 21:33:081755"
"DL, [01:01:02:0","07/05/2018, 21:33:10","07/05/2018, 21:33:101756"
"2:01],   0","07/05/2018, 21:33:10","07/05/2018, 21:33:101757"
"DL, [01:01:01:04:01],   0","07/05/2018, 21:33:13","07/05/2018, 21:33:131759"
"DL, [01:01:01:05:02],   0","07/05/2018, 21:33:12","07/05/2018, 21:33:121758"
"KBR, [01:04:11],  4","07/05/2018, 21:33:14","07/05/2018, 21:33:141760"
"DL, [01:01:00:01:01],   0","02/06/2018, 19:35:30","02/06/2018, 19:35:304"
"DL, [01:01:00:04:03],   0","02/06/2018, 19:35:32","02/06/2018, 19:35:325"
"DL, [01:01:00:07:04],   0","02/06/2018, 19:35:33","02/06/2018, 19:35:336"
"DL, [01:01:01:0","02/06/2018, 19:35:34","02/06/2018, 19:35:347"
"7:04],   0","02/06/2018, 19:35:35","02/06/2018, 19:35:358"
"KBR, [01:05:15],  5","02/06/2018, 19:35:36","02/06/2018, 19:35:369"
"KBP, [01:05:25],  5","05/06/2018, 22:24:04","05/06/2018, 22:24:0414"
"DL, [01:01:01:06:01],   0","05/06/2018, 22:24:05","05/06/2018, 22:24:0515"
"DL, [01:01:01:06:02],   0","05/06/2018, 22:24:06","05/06/2018, 22:24:0616"
"DL, [01:01:01:06:03],   0","05/06/2018, 22:24:07","05/06/2018, 22:24:0717"
"DL, [01:01:01:06:04],   0","05/06/2018, 22:24:08","05/06/2018, 22:24:0818"
"DL, [01:01:00:08:01],   0","05/06/2018, 22:24:09","05/06/2018, 22:24:0919"
"DL, [01:01:01:03:03],   0","05/06/2018, 22:24:10","05/06/2018, 22:24:1020"
"KBR, [01:05:25],  5","05/06/2018, 22:24:12","05/06/2018, 22:24:1221"
"[01:01:01:04:01], 100","13/06/2018, 19:31:52","13/06/2018, 19:31:5289"
"KBR, [01:04:11],  4","13/06/2018, 19:31:53","13/06/2018, 19:31:5390"
"KBP, [01:04:11],  4","13/06/2018, 19:32:35","13/06/2018, 19:32:3591"
"KBP, [01:04:11],  5","13/05/2018, 18:32:27","13/05/2018, 18:32:2782"
"KBR, [01:04:11],  5","13/05/2018, 18:32:28","13/05/2018, 18:32:2883"
"DL, [01:01:01:08:03], 100","17/06/2018, 07:57:30","17/06/2018, 07:57:3030"
"DL, [01:01:01:03:01],   0","17/06/2018, 07:57:25","17/06/2018, 07:57:2525"
"DL, [01:01:00:08:01],   0","17/06/2018, 07:57:23","17/06/2018, 07:57:2323"
"DL, [01:01:00:02:04],   0","17/06/2018, 07:57:24","17/06/2018, 07:57:2424"
"DL, [01:01:01:06:03],   0","17/06/2018, 07:57:21","17/06/2018, 07:57:2121"
"DL, [01:01:01:03:03],   0","17/06/2018, 07:57:26","17/06/2018, 07:57:2626"
"DL, [01:01:01:06:01],   0","17/06/2018, 07:57:19","17/06/2018, 07:57:1919"
"DL, [01:01:00:05:01], 100","17/06/2018, 07:57:28","17/06/2018, 07:57:2828"
"KBP, [01:05:15],  1","17/06/2018, 07:57:32","17/06/2018, 07:57:3232"
"DL, [01:01:01:06:04],   0","17/06/2018, 07:57:22","17/06/2018, 07:57:2222"
"DL,","17/06/2018, 07:57:13","17/06/2018, 07:57:1313"
"DL, [01:01:00:04:03], 100","17/06/2018, 07:57:34","17/06/2018, 07:57:3434"
"DL, [01:01:01:07:04], 100","17/06/2018, 07:57:36","17/06/2018, 07:57:3636"
" [01:01:01:08:03],   0","17/06/2018, 07:57:14","17/06/2018, 07:57:1414"
"DL, [01:01:00:07:03], 100","17/06/2018, 07:57:29","17/06/2018, 07:57:2929"
"DL, [01:01:00:06:01],   0","17/06/2018, 07:57:15","17/06/2018, 07:57:1515"
"DL, [01:01:01:06:02],   0","17/06/2018, 07:57:20","17/06/2018, 07:57:2020"
"KBP, [01:05:10],  1","17/06/2018, 07:57:27","17/06/2018, 07:57:2727"
"DL, [01:01:00:07:04],   0","17/06/2018, 07:57:17","17/06/2018, 07:57:1717"
"DL, [01:01:01:07:04],   0","17/06/2018, 07:57:18","17/06/2018, 07:57:1818"
"DL, [01:01:00:06:01], 100","17/06/2018, 07:57:31","17/06/2018, 07:57:3131"
"KBR, [01:05:10],  1","17/06/2018, 07:57:33","17/06/2018, 07:57:3333"
"DL, [01:01:00:07:04], 100","17/06/2018, 07:57:35","17/06/2018, 07:57:3535"
"DL, [01:01:00:04:03],   0","17/06/2018, 07:57:16","17/06/2018, 07:57:1616"
"KBR, [01:05:15],  1","17/06/2018, 07:57:37","17/06/2018, 07:57:3737"
"KBP, [01:04:11],  4","03/05/2018, 20:08:21","03/05/2018, 20:08:213129"
"DL, [01:01:02:02:01], 100","03/05/2018, 20:08:23","03/05/2018, 20:08:233130"
"DL, [01:01:01:05:02], 100","03/05/2018, 20:08:24","03/05/2018, 20:08:243131"
"DL, [01:01:01:04:01], 100","03/05/2018, 20:08:25","03/05/2018, 20:08:253132"
"KBR, [01:04:11],  4","03/05/2018, 20:08:26","03/05/2018, 20:08:263133"
"KBP, [01:04:11],  4","15/06/2018, 14:57:52","15/06/2018, 14:57:5261"
"DL, [01:01:02:02:01], 100","15/06/2018, 14:57:53","15/06/2018, 14:57:5362"
"KBP, [01:04:01],  1","26/05/2018, 20:59:03","26/05/2018, 20:59:032"
"DL, [01:01:02:01:03], 100","26/05/2018, 20:59:04","26/05/2018, 20:59:043"
"KBR, [01:04:01],  1","26/05/2018, 20:59:05","26/05/2018, 20:59:054"
"KBP, [01:04:01], 23","26/05/2018, 20:59:07","26/05/2018, 20:59:075"
"KBR, [01:04:01], 23","26/05/2018, 20:59:08","26/05/2018, 20:59:086"
"DL, [01:01:02:01:03],  68","26/05/2018, 20:59:09","26/05/2018, 20:59:097"
"KBP, [01:04:06],  1","03/05/2018, 20:17:35","03/05/2018, 20:17:353146"
"DL, [01:01:02:05:04], 100","03/05/2018, 20:17:36","03/05/2018, 20:17:363147"
"DL, [01:01:02:06:02], 100","03/05/2018, 20:17:38","03/05/2018, 20:17:383148"
"DL, [01:01:00:08:04], 100","03/05/2018, 20:17:39","03/05/2018, 20:17:393149"
"DL, [01:01:01:05:03], 100","03/05/2018, 20:17:40","03/05/2018, 20:17:403150"
"KBR, [01:04:06],  1","03/05/2018, 20:17:41","03/05/2018, 20:17:413151"
"DL, [01:01:00:01:01], 100","04/06/2018, 16:42:29","04/06/2018, 16:42:2938"
"DL, [01:01:01:03:02], 100","04/06/2018, 16:42:30","04/06/2018, 16:42:3039"
"KBR, [01:05:14],  1","04/06/2018, 16:42:31","04/06/2018, 16:42:3140"
"KBP, [01:05:","31/05/2018, 22:10:15","31/05/2018, 22:10:151145"
"25],  1","31/05/2018, 22:10:16","31/05/2018, 22:10:161146"
"DL, [01:01:01:06:01], 100","31/05/2018, 22:10:17","31/05/2018, 22:10:171147"
"DL, [01:01:01:06:02], 100","31/05/2018, 22:10:19","31/05/2018, 22:10:191148"
"DL, [01:01:01:06:03], 100","31/05/2018, 22:10:20","31/05/2018, 22:10:201149"
"DL, [01:01:01:06:04], 100","31/05/2018, 22:10:21","31/05/2018, 22:10:211150"
"DL, [01:01:00:08:01], 100","31/05/2018, 22:10:22","31/05/2018, 22:10:221151"
"DL, [01:01:01:03:03], 100","31/05/2018, 22:10:24","31/05/2018, 22:10:241152"
"KBR, [01:05:25],  1","31/05/2018, 22:10:25","31/05/2018, 22:10:251153"
"DL, [01:01:01:05:03], 100","08/05/2018, 10:50:52","08/05/2018, 10:50:5295"
"KBR, [01:04:05],  4","08/05/2018, 10:50:53","08/05/2018, 10:50:5396"
"DL, [01:01:00:08:02], 100","08/05/2018, 10:50:55","08/05/2018, 10:50:5598"
"KBR, [01:04:05],  3","08/05/2018, 10:50:57","08/05/2018, 10:50:57100"
"DL, [01:01:02:04:01], 100","08/05/2018, 10:50:56","08/05/2018, 10:50:5699"
"KBP, [01:04:05],  3","08/05/2018, 10:50:54","08/05/2018, 10:50:5497"
"KBP, [01:04:11],  4","03/05/2018, 20:11:43","03/05/2018, 20:11:433134"
"DL, [01:01:02:02:01],   0","03/05/2018, 20:11:44","03/05/2018, 20:11:443135"
"DL, [01:01:01:05:02],   0","03/05/2018, 20:11:45","03/05/2018, 20:11:453136"
"DL, [01:01:01:04:01],   0","03/05/2018, 20:11:47","03/05/2018, 20:11:473137"
"KBR, [01:04:11],  4","03/05/2018, 20:11:48","03/05/2018, 20:11:483138"
"KBP, [01:04:14],  1","03/05/2018, 20:11:51","03/05/2018, 20:11:513139"
"DL, [01:01:02:08:04], 100","03/05/2018, 20:11:52","03/05/2018, 20:11:523140"
"DL, [01:01:02:07:01], 100","03/05/2018, 20:11:53","03/05/2018, 20:11:533141"
"DL, [01:01:02:07:02], 100","03/05/2018, 20:11:54","03/05/2018, 20:11:543142"
"DL, [01:01:02:05:03], 100","03/05/2018, 20:11:55","03/05/2018, 20:11:553143"
"KBR, [01","03/05/2018, 20:11:57","03/05/2018, 20:11:573144"
":04:14],  1","03/05/2018, 20:11:57","03/05/2018, 20:11:573145"
"DL, [01:01:02:03:01], 100","30/06/2018, 22:59:28","30/06/2018, 22:59:2814"
"DL, [01:01:02:03:02], 100","30/06/2018, 22:59:31","30/06/2018, 22:59:3117"
"KBR, [01:04:12],  4","30/06/2018, 22:59:32","30/06/2018, 22:59:3218"
"DL, [01:01:02:04:04], 100","30/06/2018, 22:59:30","30/06/2018, 22:59:3016"
"DL, [01:01:02:03:04], 100","30/06/2018, 22:59:29","30/06/2018, 22:59:2915"
"KBP, [01:04:20],  4","04/06/2018, 16:11:17","04/06/2018, 16:11:1732"
"DL, [01:01:02:05:01],   0","04/06/2018, 16:11:18","04/06/2018, 16:11:1833"
"DL, [01:01:01:03:01],   0","04/06/2018, 16:11:19","04/06/2018, 16:11:1934"
"KBR, [01:04:20],  4","04/06/2018, 16:11:20","04/06/2018, 16:11:2035"
"KBP, [01:05:15],  1","31/05/2018, 22:11:55","31/05/2018, 22:11:551154"
"DL, [01:01:00:04:03], 100","31/05/2018, 22:11:56","31/05/2018, 22:11:561155"
"DL, [01:01:00:07:04], 100","31/05/2018, 22:11:57","31/05/2018, 22:11:571156"
"DL, [01:01:01:07:04], 100","31/05/2018, 22:11:58","31/05/2018, 22:11:581157"
"KBP, [01:05:14],  1","03/05/2018, 21:28:39","03/05/2018, 21:28:393170"
"DL, [01:01:00:02:03], 100","03/05/2018, 21:28:40","03/05/2018, 21:28:403171"
"DL, [01:01:00:01:01], 100","03/05/2018, 21:28:42","03/05/2018, 21:28:423172"
"KBR, [01:05:14],  1","03/05/2018, 21:28:43","03/05/2018, 21:28:433173"
"KBR, [01:05:18],  1","21/05/2018, 19:11:03","21/05/2018, 19:11:0358"
"DL, [01:01:01:05:02], 100","21/05/2018, 18:20:23","21/05/2018, 18:20:2351"
"DL, [01:01:01:04:01], 100","21/05/2018, 18:20:24","21/05/2018, 18:20:2452"
"KBR, [01:04:11],  4","21/05/2018, 18:20:25","21/05/2018, 18:20:2553"
"KBR, [01:04:11],  4","19/05/2018, 13:18:43","19/05/2018, 13:18:43778"
"KBP, [01:05:15],  1","04/05/2018, 18:16:10","04/05/2018, 18:16:103784"
"DL, [01:01:00:04:03], 100","04/05/2018, 18:16:12","04/05/2018, 18:16:123785"
"DL, [01:01:00:07:04], 100","04/05/2018, 18:16:13","04/05/2018, 18:16:133786"
"DL, [01:01:01:07:04], 100","04/05/2018, 18:16:14","04/05/2018, 18:16:143787"
"KBR, [01:05:15],  1","04/05/2018, 18:16:15","04/05/2018, 18:16:153788"
"KBP, [01:04:05],  3","06/06/2018, 11:28:11","06/06/2018, 11:28:1122"
"DL, [01:01:00:08:02],   0","06/06/2018, 11:28:12","06/06/2018, 11:28:1223"
"DL, [01:01:02:04:01],   0","06/06/2018, 11:28:13","06/06/2018, 11:28:1324"
"KBR, [01:04:05],  3","06/06/2018, 11:28:14","06/06/2018, 11:28:1425"
"KBP, [01:04:11],  4","19/05/2018, 13:18:39","19/05/2018, 13:18:39774"
"DL, [01:01:02:02:01], 100","19/05/2018, 13:18:40","19/05/2018, 13:18:40775"
"DL, [01:01:01:05:02], 100","19/05/2018, 13:18:41","19/05/2018, 13:18:41776"
"DL, [01:01:01:04:01], 100","19/05/2018, 13:18:42","19/05/2018, 13:18:42777"
"KBP, [01:04:06],  1","01/06/2018, 21:08:55","01/06/2018, 21:08:551729"
"DL, [01:01:02:05:04], 100","01/06/2018, 21:08:56","01/06/2018, 21:08:561730"
"DL, [01:01:02:06:02], 100","01/06/2018, 21:08:57","01/06/2018, 21:08:571731"
"DL, [01:01:00:08:04], 100","01/06/2018, 21:08:59","01/06/2018, 21:08:591732"
"KBP, [01:04:11],  4","15/05/2018, 17:13:43","15/05/2018, 17:13:4374"
"DL, [01:01:02:02:01], 100","15/05/2018, 17:13:44","15/05/2018, 17:13:4475"
"DL, [01:01:01:05:02], 100","15/05/2018, 17:13:45","15/05/2018, 17:13:4576"
"DL, [01:01:01:04:01], 100","15/05/2018, 17:13:46","15/05/2018, 17:13:4677"
"DL, [01:01:01:05:03], 100","15/05/2018, 16:20:21","15/05/2018, 16:20:2167"
"KBR, [01:04:06],  1","15/05/2018, 16:20:22","15/05/2018, 16:20:2268"
"KBP, [01:05:07],  1","06/05/2018, 20:03:55","06/05/2018, 20:03:551107"
"DL, [01:01:01:08:02], 100","06/05/2018, 20:03:56","06/05/2018, 20:03:561108"
"DL, [01:01:00:05:02], 100","06/05/2018, 20:03:57","06/05/2018, 20:03:571109"
"KBR, [01:05:07],  1","06/05/2018, 20:03:58","06/05/2018, 20:03:581110"
"KBP, [01:05:18],  5","02/05/2018, 21:53:13","02/05/2018, 21:53:132622"
"DL, [01:01:00:04:04],   0","02/05/2018, 21:53:14","02/05/2018, 21:53:142623"
"DL, [01:01:00:02:02],   0","02/05/2018, 21:53:16","02/05/2018, 21:53:162624"
"DL, [01:01:01:05:01],   0","02/05/2018, 21:53:17","02/05/2018, 21:53:172625"
"KBR, [01:05:18],  5","02/05/2018, 21:53:18","02/05/2018, 21:53:182626"
"KBP, [01:05:19],  3","02/05/2018, 21:53:27","02/05/2018, 21:53:272627"
"DL, [01:01:00:04:04], 100","02/05/2018, 21:53:28","02/05/2018, 21:53:282628"
"DL, [01:01:00:02:02], 100","02/05/2018, 21:53:29","02/05/2018, 21:53:292629"
"KBP, [01:05:15],  5","04/05/2018, 18:27:05","04/05/2018, 18:27:053789"
"DL, [01:01:00:04:03],   0","04/05/2018, 18:27:06","04/05/2018, 18:27:063790"
"DL, [01:01:00:07:04],   0","04/05/2018, 18:27:07","04/05/2018, 18:27:073791"
"DL, [01:01:01:07:04],   0","04/05/2018, 18:27:09","04/05/2018, 18:27:093792"
"KBR, [01:05:15],  5","04/05/2018, 18:27:10","04/05/2018, 18:27:103793"
"KBR, [01:04:11],  4","15/05/2018, 16:41:27","15/05/2018, 16:41:2773"
"KBP, [01:05:09],  1","03/05/2018, 20:42:51","03/05/2018, 20:42:513152"
"DL, [01:01:00:06:02], 100","03/05/2018, 20:42:52","03/05/2018, 20:42:523153"
"DL, [01:0","03/05/2018, 20:42:53","03/05/2018, 20:42:533154"
"1:00:07:01], 100","03/05/2018, 20:42:54","03/05/2018, 20:42:543155"
"KBR, [01:05:09],  1","03/05/2018, 20:42:55","03/05/2018, 20:42:553156"
"KBP, [01:04:06],  2","29/05/2018, 22:45:40","29/05/2018, 22:45:4089"
"DL, [01:01:02:06:02], 100","29/05/2018, 22:45:41","29/05/2018, 22:45:4190"
"DL, [01:01:00:08:04], 100","29/05/2018, 22:45:43","29/05/2018, 22:45:4391"
"KBR, [01:04:06],  2","29/05/2018, 22:45:44","29/05/2018, 22:45:4492"
"KBP, [01:05:14],  5","20/05/2018, 11:26:18","20/05/2018, 11:26:18184"
"KBR, [01:05:14],  5","20/05/2018, 11:26:19","20/05/2018, 11:26:19185"
"KBP, [01:04:05],  3","19/05/2018, 13:15:19","19/05/2018, 13:15:19770"
"DL, [01:01:00:08:02], 100","19/05/2018, 13:15:20","19/05/2018, 13:15:20771"
"DL, [01:01:02:04:01], 100","19/05/2018, 13:15:22","19/05/2018, 13:15:22772"
"KBR, [01:04:05],  3","19/05/2018, 13:15:23","19/05/2018, 13:15:23773"
"KBP, [01:05:09],  1","02/05/2018, 21:49:28","02/05/2018, 21:49:282611"
"DL, [01:01:00:06:0","02/05/2018, 21:49:29","02/05/2018, 21:49:292612"
"2], 100","02/05/2018, 21:49:30","02/05/2018, 21:49:302613"
"DL, [01:01:00:07:01], 100","02/05/2018, 21:49:31","02/05/2018, 21:49:312614"
"KBP, [01:05:09],  2","02/05/2018, 21:49:32","02/05/2018, 21:49:322615"
"DL, [01:01:00:06:02],   0","02/05/2018, 21:49:33","02/05/2018, 21:49:332616"
"KBR, [01:05:09],  2","02/05/2018, 21:49:35","02/05/2018, 21:49:352617"
"KBR, [01:05:09],  1","02/05/2018, 21:49:36","02/05/2018, 21:49:362618"
"KBP, [01:05:09],  1","02/05/2018, 21:49:38","02/05/2018, 21:49:382619"
"DL, [01:01:00:06:02], 100","02/05/2018, 21:49:39","02/05/2018, 21:49:392620"
"KBR, [01:05:09],  1","02/05/2018, 21:49:40","02/05/2018, 21:49:402621"
"KBP, [01:05:08],  1","13/06/2018, 00:19:25","13/06/2018, 00:19:2591"
"DL, [01:01:00:03:04], 100","13/06/2018, 00:19:26","13/06/2018, 00:19:2692"
"DL, [01:01:00:03:03], 100","13/06/2018, 00:19:28","13/06/2018, 00:19:2893"
"KBP, [01:05:14],  5","12/05/2018, 10:50:52","12/05/2018, 10:50:52102"
"KBR, [01:05:14],  5","12/05/2018, 10:50:53","12/05/2018, 10:50:53103"
"KBP, [01:04:11],  4","29/04/2018, 20:55:28","29/04/2018, 20:55:28653"
