"message","timestamp","unique_key"
"DL, [01:01:02:06:02], 100","09/05/2018, 01:58:00","09/05/2018, 01:58:00401"
"DL, [01:01:00:08:04], 100","09/05/2018, 01:58:01","09/05/2018, 01:58:01402"
"DL, [01:01:01:05:03], 100","09/05/2018, 01:58:02","09/05/2018, 01:58:02403"
"KBR, [01:04:06],  1","09/05/2018, 01:58:03","09/05/2018, 01:58:03404"
"KBP, [01:04:06], 23","09/05/2018, 01:58:04","09/05/2018, 01:58:04405"
"KBR, ","09/05/2018, 01:58:05","09/05/2018, 01:58:05406"
"[01:04:06], 23","09/05/2018, 01:58:06","09/05/2018, 01:58:06407"
"DL, [01:01:02:05:04],   4","09/05/2018, 01:58:07","09/05/2018, 01:58:07408"
"DL, [01:01:02:06:02],   4","09/05/2018, 01:58:08","09/05/2018, 01:58:08409"
"DL, [01:01:00:08:04],   4","09/05/2018, 01:58:10","09/05/2018, 01:58:10410"
"DL, [01:01:01:05:03],   4","09/05/2018, 01:58:11","09/05/2018, 01:58:11411"
"KBP, [01:05:08],  1","05/06/2018, 01:57:49","05/06/2018, 01:57:4942"
"DL, [01:01:00:03:04], 100","05/06/2018, 01:57:50","05/06/2018, 01:57:5043"
"DL, [01:01:00:03:03], 100","05/06/2018, 01:57:52","05/06/2018, 01:57:5244"
"DL, [01:01:00:02:01], 100","05/06/2018, 01:57:53","05/06/2018, 01:57:5345"
"DL, [01:01:00:02:04], 100","05/06/2018, 01:57:54","05/06/2018, 01:57:5446"
"DL, [01:01:01:03:04], 100","05/06/2018, 01:57:55","05/06/2018, 01:57:5547"
"KBR, [01:05:08],  1","05/06/2018, 01:57:56","05/06/2018, 01:57:5648"
"DL, [01:01:00:07:04],  33","01/05/2018, 03:24:00","01/05/2018, 03:24:001597"
"DL, [01:01:01:07:04],   0","01/05/2018, 03:24:01","01/05/2018, 03:24:011598"
"KBP, [01:05:17], 23","01/05/2018, 03:24:03","01/05/2018, 03:24:031599"
"KBR, [01:05:17], 23","01/05/2018, 03:24:04","01/05/2018, 03:24:041600"
"DL, [01:01:00:04:03],  27","01/05/2018, 03:24:05","01/05/2018, 03:24:051601"
"DL, [01:01:00:07:04],  27","01/05/2018, 03:24:06","01/05/2018, 03:24:061602"
"DL, [01:01:01:07:04],   0","01/05/2018, 03:24:08","01/05/2018, 03:24:081603"
"KBR, [01:04:01],  5","27/05/2018, 03:34:31","27/05/2018, 03:34:3196"
"KBP, [01:05:08],  5","26/05/2018, 01:19:02","26/05/2018, 01:19:0247"
"DL, [01:01:00:03:04],   0","26/05/2018, 01:19:03","26/05/2018, 01:19:0348"
"DL, [01:01:00:03:03],   0","26/05/2018, 01:19:04","26/05/2018, 01:19:0449"
"DL, [01:01:00:02:01],   0","26/05/2018, 01:19:06","26/05/2018, 01:19:0650"
"DL, [01:01:00:02:04],   0","26/05/2018, 01:19:07","26/05/2018, 01:19:0751"
"DL, [01:01:01:03:04],   0","26/05/2018, 01:19:08","26/05/2018, 01:19:0852"
"KBR, [01:05:08],  5","26/05/2018, 01:19:09","26/05/2018, 01:19:0953"
"KBP, [01:05:07],  1","26/05/2018, 01:19:10","26/05/2018, 01:19:1054"
"DL, [01:01:01:08:02], 100","26/05/2018, 01:19:11","26/05/2018, 01:19:1155"
"DL, [01:01:00:05:02], 100","26/05/2018, 01:19:13","26/05/2018, 01:19:1356"
"KBR, [01:05:07],  1","26/05/2018, 01:19:14","26/05/2018, 01:19:1457"
"KBP, [01:05:08], 24","30/04/2018, 01:09:45","30/04/2018, 01:09:45927"
"KBP, [01:05:08],  5","30/04/2018, 01:09:47","30/04/2018, 01:09:47928"
"KBR, [01:05:08], 24","30/04/2018, 01:09:48","30/04/2018, 01:09:48929"
"DL, [01:01:00:03:04],   0","30/04/2018, 01:09:49","30/04/2018, 01:09:49930"
"DL, [01:01:00:03:03],   0","30/04/2018, 01:09:50","30/04/2018, 01:09:50931"
"DL, [01:01:00:02:01],   0","30/04/2018, 01:09:52","30/04/2018, 01:09:52932"
"DL, [01:01:00:02:04],   0","30/04/2018, 01:09:53","30/04/2018, 01:09:53933"
"DL, [01:01:01:03:04],   0","30/04/2018, 01:09:54","30/04/2018, 01:09:54934"
"KBR, [01:05:08],  5","30/04/2018, 01:09:55","30/04/2018, 01:09:55935"
"KBP, [01:05:04],  5","30/04/2018, 01:09:57","30/04/2018, 01:09:57936"
"DL, [01:01:00:07:02],   0","30/04/2018, 01:09:58","30/04/2018, 01:09:58937"
"KBP, [01:05:14],  1","31/05/2018, 01:20:40","31/05/2018, 01:20:40829"
"DL, [01:01:00:02:03], 100","31/05/2018, 01:20:42","31/05/2018, 01:20:42830"
"DL, [01:01:00:01:01], 100","31/05/2018, 01:20:43","31/05/2018, 01:20:43831"
"DL, [01:01:01:03:02], 100","31/05/2018, 01:20:44","31/05/2018, 01:20:44832"
"KBR, [01:05:14],  1","31/05/2018, 01:20:45","31/05/2018, 01:20:45833"
"KBP, [01:05:14], 23","31/05/2018, 01:20:47","31/05/2018, 01:20:47834"
"KBR, [01:05:14], 23","31/05/2018, 01:20:48","31/05/2018, 01:20:48835"
"DL, [01:01:00:02:03],  41","31/05/2018, 01:20:49","31/05/2018, 01:20:49836"
"DL, [01:01:00:01:01],  41","31/05/2018, 01:20:51","31/05/2018, 01:20:51837"
"DL, [01:01:01:03:02],   0","31/05/2018, 01:20:52","31/05/2018, 01:20:52838"
"KBP, [01:05:14],  5","31/05/2018, 01:24:03","31/05/2018, 01:24:03839"
"DL, [01:01:00:02:03],   0","31/05/2018, 01:24:04","31/05/2018, 01:24:04840"
"DL, [01:01:00:01:01],   0","31/05/2018, 01:24:05","31/05/2018, 01:24:05841"
"KBR, [01:05:14],  5","31/05/2018, 01:24:06","31/05/2018, 01:24:06842"
"DL, [01:01:02:02:04],  33","16/05/2018, 03:12:30","16/05/2018, 03:12:3033"
"DL, [01:01:02:01:01],  33","16/05/2018, 03:12:32","16/05/2018, 03:12:3234"
"KBP, [01:04:05],  4","16/05/2018, 03:12:42","16/05/2018, 03:12:4235"
"DL, [01:01:02:05:04], 100","16/05/2018, 03:12:44","16/05/2018, 03:12:4436"
"DL, [01:01:02:06:02], 100","16/05/2018, 03:12:45","16/05/2018, 03:12:4537"
"DL, [01:01:00:08:04], 100","16/05/2018, 03:12:46","16/05/2018, 03:12:4638"
"DL, [01:01:01:05:03], 100","16/05/2018, 03:12:47","16/05/2018, 03:12:4739"
"KBR, [01:04:05],  4","16/05/2018, 03:12:49","16/05/2018, 03:12:4940"
"KBP, [01:04:05],  4","16/05/2018, 03:12:50","16/05/2018, 03:12:5041"
"DL, [01:01:02:05:04],   0","16/05/2018, 03:12:52","16/05/2018, 03:12:5242"
"DL, [01:01:02:06:02],   0","16/05/2018, 03:12:53","16/05/2018, 03:12:5343"
"DL, [01:01:00:08:04],   0","16/05/2018, 03:12:54","16/05/2018, 03:12:5444"
"DL, [01:01:01:05:03],   0","16/05/2018, 03:12:55","16/05/2018, 03:12:5545"
"KBR, [01:04:05],  4","16/05/2018, 03:12:56","16/05/2018, 03:12:5646"
"KBP, [01:04:05],  3","16/05/2018, 03:12:58","16/05/2018, 03:12:5847"
"KBR, [01:04:05],  3","16/05/2018, 03:12:59","16/05/2018, 03:12:5948"
"KBP, [01:05:07],  5","03/06/2018, 01:40:11","03/06/2018, 01:40:1195"
"DL, [01:01:01:08:02],   0","03/06/2018, 01:40:12","03/06/2018, 01:40:1296"
"DL, [01:01:00:05:02],   0","03/06/2018, 01:40:14","03/06/2018, 01:40:1497"
"KBR, [01:05:07],  5","03/06/2018, 01:40:15","03/06/2018, 01:40:1598"
"KBP, [01:05:03],  5","03/06/2018, 01:40:17","03/06/2018, 01:40:1799"
"KBR, [01:05:03],  5","03/06/2018, 01:40:18","03/06/2018, 01:40:18100"
"KBP, [01:04:11],  4","29/05/2018, 08:39:42","29/05/2018, 08:39:42222"
"DL, [01:01:02:02:01],   0","29/05/2018, 08:39:43","29/05/2018, 08:39:43223"
"DL, [01:01:01:05:02],   0","29/05/2018, 08:39:44","29/05/2018, 08:39:44224"
"DL, [01:01:01:04:01],   0","29/05/2018, 08:39:45","29/05/2018, 08:39:45225"
"KBP, [01:05:17], 23","31/05/2018, 01:25:24","31/05/2018, 01:25:24843"
"KBH, [01:05:17], 23","31/05/2018, 01:25:25","31/05/2018, 01:25:25844"
"KBR, [01:05:17], 23","31/05/2018, 01:25:27","31/05/2018, 01:25:27845"
"DL, [01:01:00:04:03],  18","31/05/2018, 01:25:28","31/05/2018, 01:25:28846"
"DL, [01:01:00:07:04],  18","31/05/2018, 01:25:29","31/05/2018, 01:25:29847"
"KBP, [01:04:01],  1","02/05/2018, 03:44:34","02/05/2018, 03:44:342359"
"DL, [01:01:02:01:03], 100","02/05/2018, 03:44:36","02/05/2018, 03:44:362360"
"KBR, [01:04:01],  1","02/05/2018, 03:44:37","02/05/2018, 03:44:372361"
"KBP, [01:04:01], 23","02/05/2018, 03:44:39","02/05/2018, 03:44:392362"
"KBR, [01:04:01], 23","02/05/2018, 03:44:40","02/05/2018, 03:44:402363"
"DL, [01:01:02:01:03],  39","02/05/2018, 03:44:41","02/05/2018, 03:44:412364"
"KBP, [01:04:05],  3","05/07/2018, 10:19:11","05/07/2018, 10:19:1117"
"DL, [01:01:00:08:02], 100","05/07/2018, 10:19:12","05/07/2018, 10:19:1218"
"DL, [01:01:02:04:01], 100","05/07/2018, 10:19:13","05/07/2018, 10:19:1319"
"KBR, [01:04:05],  3","05/07/2018, 10:19:14","05/07/2018, 10:19:1420"
"KBP, [01:04:11],  4","28/06/2018, 08:14:48","28/06/2018, 08:14:482"
"DL, [01:01:02:02:01], 100","28/06/2018, 08:14:50","28/06/2018, 08:14:503"
"DL, [01:01:01:05:02], 100","28/06/2018, 08:14:51","28/06/2018, 08:14:514"
"DL, [01:01:01:04:01], 100","28/06/2018, 08:14:52","28/06/2018, 08:14:525"
"KBR, [01:04:11],  4","28/06/2018, 08:14:54","28/06/2018, 08:14:546"
"DL, [01:01:02:01:02],  30","15/06/2018, 01:25:03","15/06/2018, 01:25:0311"
"DL, [01:01:02:06:02], 100","15/06/2018, 01:25:17","15/06/2018, 01:25:1723"
"DL, [01:01:02:01:01],  35","15/06/2018, 01:25:12","15/06/2018, 01:25:1220"
"KBR, [01:04:01], 24","15/06/2018, 01:25:08","15/06/2018, 01:25:0816"
"DL, [01:01:02:02:04],  30","15/06/2018, 01:25:05","15/06/2018, 01:25:0513"
"DL, [01:01:02:01:02],  35","15/06/2018, 01:25:09","15/06/2018, 01:25:0917"
"KBP, [01:04:05],  4","15/06/2018, 01:25:15","15/06/2018, 01:25:1521"
"KBP, [01:04:01], 23","15/06/2018, 01:25:01","15/06/2018, 01:25:019"
"DL, [01:01:02:02:04],  35","15/06/2018, 01:25:11","15/06/2018, 01:25:1119"
"DL, [01:01:02:08:01],  35","15/06/2018, 01:25:10","15/06/2018, 01:25:1018"
"DL, [01:01:00:08:04], 100","15/06/2018, 01:25:18","15/06/2018, 01:25:1824"
"DL, [01:01:02:08:01],  30","15/06/2018, 01:25:04","15/06/2018, 01:25:0412"
"KBP, [01:04:01], 24","15/06/2018, 01:25:07","15/06/2018, 01:25:0715"
"DL, [01:01:02:05:04], 100","15/06/2018, 01:25:16","15/06/2018, 01:25:1622"
"KBR, [01:04:01], 23","15/06/2018, 01:25:02","15/06/2018, 01:25:0210"
"DL, [01:01:02:01:01],  30","15/06/2018, 01:25:06","15/06/2018, 01:25:0614"
"DL, [01:01:01:05:03], 100","15/06/2018, 01:25:19","15/06/2018, 01:25:1925"
"KBP, [01:04:05],  4","15/06/2018, 01:25:55","15/06/2018, 01:25:5527"
"KBR, [01:04:05],  4","15/06/2018, 01:25:20","15/06/2018, 01:25:2026"
"KBP, [01:05:08],  5","30/04/2018, 01:06:37","30/04/2018, 01:06:37902"
"DL, [01:01:00:03:04],   0","30/04/2018, 01:06:38","30/04/2018, 01:06:38903"
"DL, [01:01:00:03:03],   0","30/04/2018, 01:06:39","30/04/2018, 01:06:39904"
"DL, [01:01:00:02:01],   0","30/04/2018, 01:06:41","30/04/2018, 01:06:41905"
"DL, [01:01:00:02:04],   0","30/04/2018, 01:06:42","30/04/2018, 01:06:42906"
"DL, [01:01:01:03:04],   0","30/04/2018, 01:06:43","30/04/2018, 01:06:43907"
"KBR, [01:05:08],  5","30/04/2018, 01:06:44","30/04/2018, 01:06:44908"
"DL, [01:01:00:02:02], 100","04/07/2018, 14:16:50","04/07/2018, 14:16:5052"
"DL, [01:01:01:05:01], 100","04/07/2018, 14:16:51","04/07/2018, 14:16:5153"
"KBR, [01:05:18],  1","04/07/2018, 14:16:52","04/07/2018, 14:16:5254"
"KBP, [01:05:07],  5","26/05/2018, 01:20:31","26/05/2018, 01:20:3158"
"DL, [01:01:01:08:02],   0","26/05/2018, 01:20:32","26/05/2018, 01:20:3259"
"DL, [01:01:00:05:02],   0","26/05/2018, 01:20:33","26/05/2018, 01:20:3360"
"KBR, [01:05:07],  5","26/05/2018, 01:20:34","26/05/2018, 01:20:3461"
"KBP, [01:05:10],  5","22/05/2018, 01:31:06","22/05/2018, 01:31:06503"
"DL, [01:01:00:05:01],   0","22/05/2018, 01:31:07","22/05/2018, 01:31:07504"
"DL, [01:01:00:07:03],   0","22/05/2018, 01:31:09","22/05/2018, 01:31:09505"
"DL, [01:01:01:08:03],   0","22/05/2018, 01:31:10","22/05/2018, 01:31:10506"
"KBR, [01:05:10],  5","22/05/2018, 01:31:12","22/05/2018, 01:31:12507"
"DL, [01:01:01:05:01], 100","29/06/2018, 08:45:50","29/06/2018, 08:45:5034"
"KBR, [01:05:18],  1","29/06/2018, 08:45:51","29/06/2018, 08:45:5135"
"KBP, [01:05:08],  5","07/05/2018, 03:59:18","07/05/2018, 03:59:181472"
"DL, [01:01:00:03:04],   0","07/05/2018, 03:59:19","07/05/2018, 03:59:191473"
"DL, [01:01:00:03:03],   0","07/05/2018, 03:59:20","07/05/2018, 03:59:201474"
"DL, [01:01:00:02:01],   0","07/05/2018, 03:59:21","07/05/2018, 03:59:211475"
"DL, [01:01:00:02:04],   0","07/05/2018, 03:59:22","07/05/2018, 03:59:221476"
"DL, [01:01:01:03:04],   0","07/05/2018, 03:59:24","07/05/2018, 03:59:241477"
"KBR, [01:05:08],  5","07/05/2018, 03:59:25","07/05/2018, 03:59:251478"
"KBP, [01:05","12/06/2018, 13:50:52","12/06/2018, 13:50:5217"
":15],  5","12/06/2018, 13:50:52","12/06/2018, 13:50:5218"
"KBR, [01:05:15],  5","12/06/2018, 13:50:53","12/06/2018, 13:50:5319"
"KBP, [01:04:17],  1","01/07/2018, 10:48:18","01/07/2018, 10:48:1853"
"KBP, [01:04:11],  4","11/05/2018, 03:38:42","11/05/2018, 03:38:42157"
"DL, [01:01:02:02:01], 1","11/05/2018, 03:38:43","11/05/2018, 03:38:43158"
"00","11/05/2018, 03:38:44","11/05/2018, 03:38:44159"
"DL, [01:01:01:05:02], 100","11/05/2018, 03:38:45","11/05/2018, 03:38:45160"
"KBP, [01:04:20],  3","26/06/2018, 06:45:04","26/06/2018, 06:45:0423"
"DL, [","26/06/2018, 06:45:05","26/06/2018, 06:45:0524"
"KBP, [01:05:08],  5","28/04/2018, 01:02:57","28/04/2018, 01:02:572235"
"DL, [01:01:00:03:04],   0","28/04/2018, 01:02:58","28/04/2018, 01:02:582236"
"DL, [01:01:00:03:03],   0","28/04/2018, 01:02:59","28/04/2018, 01:02:592237"
"KBP, [01:04:05],  3","27/04/2018, 18:09:51","27/04/2018, 18:09:511839"
"DL, [01:01:00:08:02],   0","27/04/2018, 18:09:52","27/04/2018, 18:09:521840"
"DL, [01:01:02:04:01],   0","27/04/2018, 18:09:53","27/04/2018, 18:09:531841"
"KBR, [01:04:05],  3","27/04/2018, 18:09:55","27/04/2018, 18:09:551842"
"KBP, [01:04:06],  1","31/05/2018, 01:15:16","31/05/2018, 01:15:16793"
"DL, [01:01:02:05:04], 100","31/05/2018, 01:15:18","31/05/2018, 01:15:18794"
"DL, [01:01:02:06:02], 100","31/05/2018, 01:15:19","31/05/2018, 01:15:19795"
"DL, [01:01:00:08:04], 100","31/05/2018, 01:15:20","31/05/2018, 01:15:20796"
"KBR, [01:04:06],  1","31/05/2018, 01:15:21","31/05/2018, 01:15:21797"
"DL, [01:01:01:05:03], 100","31/05/2018, 01:15:23","31/05/2018, 01:15:23798"
"KBP, [01:04:06], 23","31/05/2018, 01:15:24","31/05/2018, 01:15:24799"
"KBR, [01:04:06], 23","31/05/2018, 01:15:25","31/05/2018, 01:15:25800"
"DL, [01:01:02:05:04],   7","31/05/2018, 01:15:26","31/05/2018, 01:15:26801"
"DL, [01:01:02:06:02],   7","31/05/2018, 01:15:27","31/05/2018, 01:15:27802"
"DL, [01:01:00:08:04],   7","31/05/2018, 01:15:29","31/05/2018, 01:15:29803"
"KBP, [01:05:07],  5","30/04/2018, 01:08:01","30/04/2018, 01:08:01914"
"DL, [01:01:01:08:02],   0","30/04/2018, 01:08:03","30/04/2018, 01:08:03915"
"DL, [01:01:00:05:02],   0","30/04/2018, 01:08:04","30/04/2018, 01:08:04916"
"KBP, [01:05:07], 24","30/04/2018, 01:08:06","30/04/2018, 01:08:06917"
"KBR, [01:05:07], 24","30/04/2018, 01:08:07","30/04/2018, 01:08:07918"
"KBR, [01:05:07],  5","30/04/2018, 01:08:08","30/04/2018, 01:08:08919"
"KBP, [01:05:08],  1","30/04/2018, 01:08:09","30/04/2018, 01:08:09920"
"DL, [01:01:00:03:04], 100","30/04/2018, 01:08:11","30/04/2018, 01:08:11921"
"DL, [01:01:00:03:03], 100","30/04/2018, 01:08:12","30/04/2018, 01:08:12922"
"DL, [01:01:00:02:01], 100","30/04/2018, 01:08:13","30/04/2018, 01:08:13923"
"DL, [01:01:00:02:04], 100","30/04/2018, 01:08:14","30/04/2018, 01:08:14924"
"DL, [01:01:01:03:04], 100","30/04/2018, 01:08:16","30/04/2018, 01:08:16925"
"KBR, [01:05:08],  1","30/04/2018, 01:08:17","30/04/2018, 01:08:17926"
"KBP, [01:05:08],  1","28/04/2018, 01:02:05","28/04/2018, 01:02:052228"
"DL, [01:01:00:03:04], 100","28/04/2018, 01:02:06","28/04/2018, 01:02:062229"
"DL, [01:01:00:03:03], 100","28/04/2018, 01:02:07","28/04/2018, 01:02:072230"
"DL, [01:01:00:02:01], 100","28/04/2018, 01:02:08","28/04/2018, 01:02:082231"
"DL, [01:01:00:02:04], 100","28/04/2018, 01:02:10","28/04/2018, 01:02:102232"
"DL, [01:01:01:03:04], 100","28/04/2018, 01:02:11","28/04/2018, 01:02:112233"
"KBR, [01:05:08],  1","28/04/2018, 01:02:12","28/04/2018, 01:02:122234"
"DL, [01:01:02:03:01],   0","02/07/2018, 09:37:04","02/07/2018, 09:37:0420"
"KBP, [01:04:06],  5","20/05/2018, 02:09:47","20/05/2018, 02:09:47396"
"DL, [","20/05/2018, 02:09:48","20/05/2018, 02:09:48397"
"01:01:02:05:04],   0","20/05/2018, 02:09:49","20/05/2018, 02:09:49398"
"DL, [01:01:02:06:02],   0","20/05/2018, 02:09:50","20/05/2018, 02:09:50399"
"DL, [01:01:00:08:04],   0","20/05/2018, 02:09:51","20/05/2018, 02:09:51400"
"DL, [01:01:01:05:03],   0","20/05/2018, 02:09:52","20/05/2018, 02:09:52401"
"KBR, [01:04:06],  5","20/05/2018, 02:09:53","20/05/2018, 02:09:53402"
"DL, [01:01:02:04:01],   0","01/07/2018, 09:37:06","01/07/2018, 09:37:0648"
"DL, [01:01:00:03:03],   0","01/07/2018, 09:37:08","01/07/2018, 09:37:0850"
"DL, [01:01:01:03:04],   0","01/07/2018, 09:37:10","01/07/2018, 09:37:1052"
"DL, [01:01:00:02:01],   0","01/07/2018, 09:37:09","01/07/2018, 09:37:0951"
"DL, [01:01:00:03:04],   0","01/07/2018, 09:37:07","01/07/2018, 09:37:0749"
"KBP, [01:04:11],  4","13/06/2018, 01:12:16","13/06/2018, 01:12:16207"
"DL, [01:01:02:02:01],   0","13/06/2018, 01:12:17","13/06/2018, 01:12:17208"
"DL, [01:01:01:05:02],   0","13/06/2018, 01:12:18","13/06/2018, 01:12:18209"
"DL, [01:01:01:04:01],   0","13/06/2018, 01:12:20","13/06/2018, 01:12:20210"
"KBR, [01:04:11],  4","13/06/2018, 01:12:21","13/06/2018, 01:12:21211"
"KBP, [01:05:03],  1","24/06/2018, 01:18:54","24/06/2018, 01:18:542"
"DL, [01:01:00:07:02], 100","24/06/2018, 01:18:55","24/06/2018, 01:18:553"
"DL, [01:01:00:06:03], 100","24/06/2018, 01:18:56","24/06/2018, 01:18:564"
"DL, [01:01:00:05:04], 100","24/06/2018, 01:18:57","24/06/2018, 01:18:575"
"DL, [01:01:00:05:03], 100","24/06/2018, 01:18:58","24/06/2018, 01:18:586"
"DL, [01:01:00:04:02], 100","24/06/2018, 01:18:59","24/06/2018, 01:18:597"
"KBR, [01:05:03],  1","24/06/2018, 01:19:00","24/06/2018, 01:19:008"
"KBP, [01:05:03],  5","24/06/2018, 01:19:10","24/06/2018, 01:19:109"
"DL, [01:01:00:07:02],   0","24/06/2018, 01:19:11","24/06/2018, 01:19:1110"
"DL, [01:01:00:06:03],   0","24/06/2018, 01:19:12","24/06/2018, 01:19:1211"
"DL, [01:01","24/06/2018, 01:19:14","24/06/2018, 01:19:1412"
":00:05:04],   0","24/06/2018, 01:19:14","24/06/2018, 01:19:1413"
"DL, [01:01:00:05:03],   0","24/06/2018, 01:19:16","24/06/2018, 01:19:1614"
"DL, [01:01:00:04:02],   0","24/06/2018, 01:19:17","24/06/2018, 01:19:1715"
"KBR, [01:05:03],  5","24/06/2018, 01:19:18","24/06/2018, 01:19:1816"
"KBP, [01:04:17],  1","03/05/2018, 01:30:23","03/05/2018, 01:30:232830"
"DL, [01:01:02:06:03], 100","03/05/2018, 01:30:24","03/05/2018, 01:30:242831"
"DL, [01:01:02:08:03], 100","03/05/2018, 01:30:25","03/05/2018, 01:30:252832"
"DL, [01:01:02:06:04], 100","03/05/2018, 01:30:26","03/05/2018, 01:30:262833"
"KBR, [01:04:17],  1","03/05/2018, 01:30:27","03/05/2018, 01:30:272834"
"KBP, [01:04:20],  3","03/05/2018, 01:30:29","03/05/2018, 01:30:292835"
"KBP, [01:04:01],  5","05/06/2018, 01:14:13","05/06/2018, 01:14:1317"
"DL, [01:01:02:01:03],   0","05/06/2018, 01:14:14","05/06/2018, 01:14:1418"
"KBR, [01:04:01],  5","05/06/2018, 01:14:16","05/06/2018, 01:14:1619"
"DL, [01:01:01:05:01],   0","26/06/2018, 07:19:00","26/06/2018, 07:19:0035"
"KBR, [01:05:18],  5","26/06/2018, 07:19:02","26/06/2018, 07:19:0236"
"KBP, [01:05:15],  1","26/06/2018, 07:19:04","26/06/2018, 07:19:0437"
"DL, [01:01:00:04:03], 100","26/06/2018, 07:19:05","26/06/2018, 07:19:0538"
"DL, [01:01:00:07:04], 100","26/06/2018, 07:19:06","26/06/2018, 07:19:0639"
"DL, [01:01:01:07:04], 100","26/06/2018, 07:19:08","26/06/2018, 07:19:0840"
"KBR, [01:05:15],  1","26/06/2018, 07:19:09","26/06/2018, 07:19:0941"
"KBP, [01:04:01],  4","01/06/2018, 01:36:50","01/06/2018, 01:36:501468"
"DL, [01:01:02:01:02], 100","01/06/2018, 01:36:51","01/06/2018, 01:36:511469"
"DL, [01:01:02:08:01], 100","01/06/2018, 01:36:53","01/06/2018, 01:36:531470"
"DL, [01:01:02:02:04], 100","01/06/2018, 01:36:54","01/06/2018, 01:36:541471"
"DL, [01:01:02:01:01], 100","01/06/2018, 01:36:55","01/06/2018, 01:36:551472"
"KBR, [01:04:01],  4","01/06/2018, 01:36:56","01/06/2018, 01:36:561473"
"KBP, [01:04:01],  4","01/06/2018, 01:36:58","01/06/2018, 01:36:581474"
"DL, [01:01:02:01:02],   0","01/06/2018, 01:36:59","01/06/2018, 01:36:591475"
"KBP, [01:04:11],  4","05/06/2018, 01:41:58","05/06/2018, 01:41:5820"
"KBR, [01:04:11],  4","05/06/2018, 01:41:59","05/06/2018, 01:41:5921"
"KBP, [01:04:11],  4","24/05/2018, 08:32:41","24/05/2018, 08:32:41323"
"DL, [01:01:02:02:01], 100","24/05/2018, 08:32:42","24/05/2018, 08:32:42324"
"DL, [01:01:01:05:02], 100","24/05/2018, 08:32:43","24/05/2018, 08:32:43325"
"DL, [01:01:01:04:01], 100","24/05/2018, 08:32:44","24/05/2018, 08:32:44326"
"KBP, [01:05:14],  5","13/06/2018, 01:07:02","13/06/2018, 01:07:02193"
"DL, [01:01:00:02:03],   0","13/06/2018, 01:07:03","13/06/2018, 01:07:03194"
"DL, [01:01:00:01:01],   0","13/06/2018, 01:07:04","13/06/2018, 01:07:04195"
"DL, [01:01:01:03:02],   0","13/06/2018, 01:07:05","13/06/2018, 01:07:05196"
"KBR, [01:05:14],  5","13/06/2018, 01:07:07","13/06/2018, 01:07:07197"
"KBR, [01:05:25],  5","13/06/2018, 01:10:30","13/06/2018, 01:10:30206"
"KBP, [01:04:01],  1","01/06/2018, 01:55:55","01/06/2018, 01:55:551483"
"DL, [01:01:02:01:03], 100","01/06/2018, 01:55:56","01/06/2018, 01:55:561484"
"KBR, [01:04:01],  1","01/06/2018, 01:55:58","01/06/2018, 01:55:581485"
"KBP, [01:04:01], 24","01/06/2018, 01:55:59","01/06/2018, 01:55:591486"
"KBP, [01:04:05],  4","28/05/2018, 01:21:03","28/05/2018, 01:21:0315"
"DL, [01:01:02:05:04], 100","28/05/2018, 01:21:05","28/05/2018, 01:21:0516"
"DL, [01:01:02:06:02], 100","28/05/2018, 01:21:06","28/05/2018, 01:21:0617"
"DL, [01:01:00:08:04], 100","28/05/2018, 01:21:07","28/05/2018, 01:21:0718"
"DL, [01:01:01:05:03], 100","28/05/2018, 01:21:08","28/05/2018, 01:21:0819"
"KBR, [01:04:05],  4","28/05/2018, 01:21:10","28/05/2018, 01:21:1020"
"KBP, [01:04:05],  4","28/05/2018, 01:21:11","28/05/2018, 01:21:1121"
"DL, [01:01:02:05:04],   0","28/05/2018, 01:21:12","28/05/2018, 01:21:1222"
"DL, [01:01:02:06:02],   0","28/05/2018, 01:21:13","28/05/2018, 01:21:1323"
"DL, [01:01:00:08:04],   0","28/05/2018, 01:21:14","28/05/2018, 01:21:1424"
"DL, [01:01:01:05:03],   0","28/05/2018, 01:21:15","28/05/2018, 01:21:1525"
"KBR, [01:04:05],  4","28/05/2018, 01:21:16","28/05/2018, 01:21:1626"
"KBP, [01:04:01],  4","28/05/2018, 01:21:27","28/05/2018, 01:21:2727"
"DL, [01:01:02:01:02], 100","28/05/2018, 01:21:29","28/05/2018, 01:21:2928"
"KBP, [01:04:05],  3","17/06/2018, 01:29:38","17/06/2018, 01:29:384"
"KBP, [01:05:08],  5","30/04/2018, 01:58:24","30/04/2018, 01:58:24944"
"DL, [01:01:00:02:04],   0","30/04/2018, 01:58:25","30/04/2018, 01:58:25945"
"KBP, [01:05:08], 24","30/04/2018, 01:58:26","30/04/2018, 01:58:26946"
"KBR, [01:05:0","30/04/2018, 01:58:27","30/04/2018, 01:58:27947"
"8], 24","30/04/2018, 01:58:28","30/04/2018, 01:58:28948"
"KBP, [01:04:11],  4","04/05/2018, 01:14:28","04/05/2018, 01:14:283496"
"KBP, [01:05:14],  2","20/05/2018, 02:10:41","20/05/2018, 02:10:41403"
"DL, [01:01:00:01:01], 10","20/05/2018, 02:10:42","20/05/2018, 02:10:42404"
"0","20/05/2018, 02:10:43","20/05/2018, 02:10:43405"
"DL, [01:01:01:03:02], 100","20/05/2018, 02:10:44","20/05/2018, 02:10:44406"
